

[2022-08-08 10:24:56] CSystemPerfManager::UpdateCurrentGame: setting current gameid: 769
[2022-08-08 10:24:56] CSystemPerfManager::MaybeUpdateActiveGame: loading profile for gameid: 769
[2022-08-08 10:24:56] Initialized system perf manager
[2022-08-09 09:54:19] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 09:54:26] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 09:54:55] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 09:55:01] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 09:55:15] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 09:55:17] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 09:55:18] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 09:55:19] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 09:55:21] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 09:55:26] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:10:56] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:11:27] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:11:38] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:12:40] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:12:48] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:13:17] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:13:34] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:13:47] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:13:58] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:13:59] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:14:25] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:14:44] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:15:03] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:15:06] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:15:46] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:15:49] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:16:18] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:16:19] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:16:25] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:16:25] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:16:37] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:16:38] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:16:38] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:17:01] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:17:04] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:17:05] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:17:06] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:17:06] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:17:41] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:17:42] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:17:48] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 10:33:37] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 11:00:59] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 11:01:05] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 11:01:12] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 11:03:29] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 11:03:30] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 12:12:19] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 12:12:20] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 12:12:21] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 12:12:25] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 12:12:27] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 12:28:10] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 12:28:13] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 12:35:16] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 12:35:16] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 12:38:14] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 12:38:14] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 12:38:15] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 12:38:15] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 13:02:46] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 13:02:46] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 13:02:48] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 13:02:49] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 13:02:49] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 13:02:54] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 13:02:55] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 13:29:39] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 13:29:41] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 13:31:21] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 13:38:15] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 13:38:17] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 13:43:06] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 13:43:08] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 13:47:38] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:01:45] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:02:03] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:04:02] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:04:17] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:04:43] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:04:51] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:05:01] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:05:10] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:11:22] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:11:45] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:12:19] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:12:26] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:12:47] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:12:48] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:13:10] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:13:25] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:13:59] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:14:08] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:14:53] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:14:55] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:18:57] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:19:04] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:19:19] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:19:22] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:19:23] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:19:29] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:19:41] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:19:51] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:19:52] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:20:18] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:20:46] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:23:42] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:23:55] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:24:27] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:24:42] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:24:42] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:24:51] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:25:11] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:27:01] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:27:16] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:27:23] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:27:54] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:29:29] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:30:49] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:31:22] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:32:04] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:32:15] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:32:30] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:32:38] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:32:46] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:33:34] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:33:36] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:33:38] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:33:39] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:33:39] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:33:43] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:33:55] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:34:03] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:34:08] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:34:11] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:34:13] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:34:41] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:34:46] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:34:57] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:34:57] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:35:05] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:35:14] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:35:14] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:46:45] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:46:59] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:47:02] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 14:48:34] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 15:10:16] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 15:10:17] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 15:10:18] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 15:10:30] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 15:21:55] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 15:22:05] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 15:22:12] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 15:22:43] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 15:23:16] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 15:32:01] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 15:32:06] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 15:32:12] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 15:32:12] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 15:32:16] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 15:34:01] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 15:34:15] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 15:34:42] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 16:06:14] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 17:35:48] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 17:36:26] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 17:36:30] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 17:36:30] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 17:36:33] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 17:36:39] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 17:37:05] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 17:37:05] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 17:37:06] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 17:37:21] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 17:37:25] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 17:37:26] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 18:10:32] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 18:10:45] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 18:10:48] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 18:10:53] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 18:11:05] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 18:16:43] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 18:18:25] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 18:19:10] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 18:19:11] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 18:19:12] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 18:19:12] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 18:24:28] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 18:24:33] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 18:31:56] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 18:31:57] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 18:32:07] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 18:38:37] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 18:38:38] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 18:38:39] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 18:38:50] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 18:38:51] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 18:38:54] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 18:39:28] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 18:46:06] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 18:46:07] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 18:46:15] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 18:48:13] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 18:48:13] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 18:48:15] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 19:02:12] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 19:02:14] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 19:02:22] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 19:02:23] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 19:02:24] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 19:02:27] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 19:03:06] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 19:13:47] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 19:13:47] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 19:13:48] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 19:15:53] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 19:15:56] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 19:18:45] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 19:37:50] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 19:37:51] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 19:37:52] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 19:54:27] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 20:22:12] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 20:52:42] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 20:57:26] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:25:11] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:25:17] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:25:17] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:25:24] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:25:25] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:25:26] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:25:28] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:25:39] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:25:48] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:25:48] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:26:43] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:26:44] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:26:46] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:45:40] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:45:43] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:46:14] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:46:17] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:46:32] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:46:48] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:46:49] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:47:23] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:47:28] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:47:31] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:47:32] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:47:32] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:47:35] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:47:36] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:47:37] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:47:38] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:47:39] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:47:43] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:47:45] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:47:47] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:47:50] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:47:51] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:47:52] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-09 23:47:54] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080


[2022-08-12 20:52:54] CSystemPerfManager::UpdateCurrentGame: setting current gameid: 769
[2022-08-12 20:52:54] CSystemPerfManager::MaybeUpdateActiveGame: loading profile for gameid: 769
[2022-08-12 20:52:54] Initialized system perf manager
[2022-08-12 20:56:58] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 20:57:45] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 20:57:50] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 20:57:53] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:26:28] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:26:31] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:26:32] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:26:33] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:26:33] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:26:37] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:26:43] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:26:49] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:26:49] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:26:50] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:27:06] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:27:09] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:27:10] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:27:11] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:27:13] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:27:14] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:27:15] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:27:17] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:27:18] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:27:27] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:27:33] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:27:50] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:32:37] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:32:38] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:32:42] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
